ID,text,created_at,retweets (rt),favorites (fav),sum (rt+fav),norm rt,norm fav,score (norm sum),media,mention,hashtag,length,class4 (split 4),class2 (split 2),pred score,pred norm rt,pred norm fav,,pred sum1 (denormalised pred score),pred class4,correct class?,,,pred class2,correct class?,,pred rt,pred fav,pred sum2 (pred rt + pred fav),pred class4,correct class?,,pred class2,correct class?,,sum err sq,rt err sq,fav err sq,,,mse sum,mse rt,mse fav,,,
416,on behalf of a grateful nation thank you to all of the first responders (heroes) who saved countless lives in las vegas on sunday night.,05/10/2017 01:08,23561,111141,134702,0.139608331,0.283650632,0.272376775,1,0,0,136,VP,P,8.33E-02,4.74E-02,7.00E-02,,41684.64012,LP,0,,,U,0,,8248.0896,27725.17,35973.2596,LP,0,,U,0,,3.58E-02,8.50E-03,4.56E-02,,,,,,,,
417,the final wisconsin vote is in and guess what - we just picked up an additional 131 votes. the dems and green party can now rest. scam!,12/12/2016 23:40,29567,105021,134588,0.175196279,0.267975647,0.272145081,0,0,0,135,VP,P,1.90E-01,1.35E-01,1.88E-01,,94310.25334,VP,1,,,P,1,,23009.04,73796.028,96805.068,VP,1,,P,1,,6.75E-03,1.62E-03,6.40E-03,,,,,,,,
418,i am thrilled to nominate dr. @realbencarson as our next secretary of the us dept. of housing and urban development?,05/12/2016 13:53,27205,107202,134407,0.161200486,0.273561782,0.271777216,1,1,0,116,VP,P,6.26E-02,1.67E-02,5.24E-02,,31465.08736,LP,0,,,U,0,,3075.0168,20853.5844,23928.6012,U,0,,U,0,,4.38E-02,2.09E-02,4.89E-02,,,,,,,,
419,somebody with aptitude and conviction should buy the fake news and failing @nytimes and either run it correctly or let it fold with dignity!,29/01/2017 13:00,22256,111984,134240,0.131875685,0.285809785,0.271437804,0,1,0,140,VP,P,9.46E-02,3.44E-02,1.05E-01,,47231.98131,P,0,,,P,1,,6057.5376,41390.255,47447.7926,P,0,,P,1,,3.13E-02,9.50E-03,3.27E-02,,,,,,,,
420,hillary clinton colluded with the democratic party in order to beat crazy bernie sanders. is she allowed to so collude? unfair to bernie!,25/06/2017 12:00,26895,107302,134197,0.159363612,0.273817909,0.271350411,0,0,0,137,VP,P,8.52E-02,4.70E-02,7.36E-02,,42630.04126,LP,0,,,U,0,,8180.688,29130.7216,37311.4096,LP,0,,U,0,,3.47E-02,1.26E-02,4.01E-02,,,,,,,,
421,there is an incredible spirit of optimism sweeping the country right now?we're bringing back the jobs!,06/03/2017 23:49,25176,108591,133767,0.149177851,0.277119389,0.270476477,1,0,0,102,VP,P,6.80E-02,3.05E-02,6.87E-02,,34127.94164,LP,0,,,U,0,,5400.372,27217.6097,32617.9817,LP,0,,U,0,,4.10E-02,1.41E-02,4.34E-02,,,,,,,,
422,thank you for a wonderful evening in washington d.c. #inauguration,20/01/2017 04:24,20770,112829,133599,0.123070542,0.287974059,0.270135033,1,0,1,66,VP,P,3.52E-02,2.03E-02,4.55E-02,,17992.94792,U,0,,,U,0,,3681.6312,18159.6105,21841.2417,U,0,,U,0,,5.52E-02,1.06E-02,5.88E-02,,,,,,,,
423,honoring the men and women who made the ultimate sacrifice in service to america. home of the free because of the brave. #memorialday????,29/05/2017 12:11,26921,106579,133500,0.159517673,0.271966109,0.269933825,0,0,1,137,VP,P,1.45E-01,8.74E-02,1.40E-01,,72135.95542,P,0,,,P,1,,14988.2496,55055.34,70043.5896,P,0,,P,1,,1.56E-02,5.20E-03,1.74E-02,,,,,,,,
424,my first order as president was to renovate and modernize our nuclear arsenal. it is now far stronger and more powerful than ever before....,09/08/2017 11:56,25729,107542,133271,0.152454597,0.274432614,0.269468404,0,0,0,140,VP,P,1.35E-01,9.20E-02,1.33E-01,,67101.75879,P,0,,,P,1,,15763.368,52322.323,68085.691,P,0,,P,1,,1.81E-02,3.65E-03,2.00E-02,,,,,,,,
425,happy to announce we are awarding $1m to las vegas - in order to help local law enforcement working ot to respond to last sunday?s tragedy.,11/10/2017 19:49,19130,114117,133247,0.113352887,0.291272978,0.269419627,0,0,0,139,VP,P,1.39E-01,8.57E-02,1.39E-01,,68899.18341,P,0,,,P,1,,14701.7928,54664.909,69366.7018,P,0,,P,1,,1.70E-02,7.65E-04,2.32E-02,,,,,,,,
426,...to win. the democrats are overplaying their hand. they lost the election and now they have lost their grip on reality. the real story...,03/03/2017 02:35,23200,109820,133020,0.137469262,0.280267192,0.268958271,0,0,0,139,VP,P,6.99E-02,3.44E-02,6.92E-02,,35061.13902,LP,0,,,U,0,,6057.5376,27412.8252,33470.3628,LP,0,,U,0,,3.96E-02,1.06E-02,4.45E-02,,,,,,,,
427,beginning today the united states of america gets back control of its borders. full speech from today @dhsgov:?,26/01/2017 00:03,23095,109885,132980,0.136847095,0.280433675,0.268876974,1,1,0,111,VP,P,4.01E-03,2.34E-03,3.50E-03,,2658.737866,U,0,,,U,0,,655.29936,1761.5085,2416.80786,U,0,,U,0,,7.02E-02,1.81E-02,7.67E-02,,,,,,,,
428,ford said last week that it will expand in michigan and u.s. instead of building a billion dollar plant in mexico. thank you ford fiat c!,09/01/2017 14:16,23379,109595,132974,0.138529908,0.279690906,0.26886478,0,0,0,137,VP,P,1.21E-01,9.21E-02,1.06E-01,,60007.38089,P,0,,,P,1,,15780.2184,41780.686,57560.9044,P,0,,P,1,,2.19E-02,2.16E-03,3.02E-02,,,,,,,,
429,very much enjoyed my tour of the smithsonian's national museum of african american history and culture...a great job done by amazing people!,22/02/2017 12:50,16220,116640,132860,0.096109975,0.297735067,0.268633086,0,0,0,140,VP,P,9.82E-02,5.94E-02,1.10E-01,,48981.87761,P,0,,,P,1,,10270.1376,43342.41,53612.5476,P,0,,P,1,,2.90E-02,1.35E-03,3.52E-02,,,,,,,,
430,serious voter fraud in virginia new hampshire and california - so why isn't the media reporting on this? serious bias - big problem!,28/11/2016 00:31,31124,101706,132830,0.184422125,0.259485031,0.268572114,0,0,0,132,VP,P,2.59E-01,1.31E-01,3.10E-01,,128076.8641,VP,1,,,P,1,,22335.024,121428.61,143763.634,VP,1,,P,1,,9.16E-05,2.85E-03,2.55E-03,,,,,,,,
431,as to the u.n. things will be different after jan. 20th.,23/12/2016 20:14,33870,98907,132777,0.200693272,0.25231603,0.268464396,0,0,0,56,VP,P,9.71E-02,4.32E-02,7.70E-02,,48461.28396,P,0,,,P,1,,7540.3728,30458.187,37998.5598,LP,0,,U,0,,2.94E-02,2.48E-02,3.07E-02,,,,,,,,
432,the u.s. has a 60 billion dollar trade deficit with mexico. it has been a one-sided deal from the beginning of nafta with massive numbers...,26/01/2017 13:51,25881,106893,132774,0.153355257,0.272770349,0.268458299,0,0,0,140,VP,P,1.20E-01,7.24E-02,1.20E-01,,59496.86845,P,0,,,P,1,,12460.6896,47246.72,59707.4096,P,0,,P,1,,2.20E-02,6.55E-03,2.33E-02,,,,,,,,
433,the only problem i have with mitch mcconnell is that after hearing repeal replace for 7 years he failed!that should never have happened!,24/08/2017 13:42,25299,107399,132698,0.149906675,0.274066352,0.268303836,0,0,0,136,VP,P,1.76E-01,1.13E-01,1.81E-01,,87126.79422,P,0,,,P,1,,19301.952,71063.011,90364.963,P,0,,P,1,,8.52E-03,1.36E-03,8.66E-03,,,,,,,,
434,big announcement by ford today. major investment to be made in three michigan plants. car companies coming back to u.s. jobs! jobs! jobs!,28/03/2017 10:36,23340,109338,132678,0.138298818,0.279032659,0.268263188,0,0,0,137,VP,P,1.65E-01,1.01E-01,1.63E-01,,81877.55622,P,0,,,P,1,,17279.904,64035.253,81315.157,P,0,,P,1,,1.07E-02,1.39E-03,1.35E-02,,,,,,,,
435,"democrats are laughingly saying that mccain had a ""moment of courage."" tell that to the people of arizona who were deceived. 116% increase!",23/09/2017 22:20,26945,105470,132415,0.159659882,0.269125659,0.267728666,0,0,0,139,VP,P,9.52E-02,5.66E-02,1.02E-01,,47549.63105,P,0,,,P,1,,9798.3264,40218.962,50017.2884,P,0,,P,1,,2.98E-02,1.06E-02,2.79E-02,,,,,,,,
436,despite what you hear in the press healthcare is coming along great. we are talking to many groups and it will end in a beautiful picture!,09/03/2017 17:01,21021,111369,132390,0.124557817,0.284234602,0.267677856,0,0,0,138,VP,P,1.44E-01,9.94E-02,1.78E-01,,71657.27761,P,0,,,P,1,,17010.2976,69891.718,86902.0156,P,0,,P,1,,1.53E-02,6.33E-04,1.13E-02,,,,,,,,
437,thank you to all of the supporters who far out-numbered the protesters yesterday at the women's u.s. open. very cool!,16/07/2017 10:51,19513,112717,132230,0.115622315,0.287687197,0.267352671,0,0,0,117,VP,P,1.67E-01,1.04E-01,1.69E-01,,82950.08691,P,0,,,P,1,,17785.416,66377.839,84163.255,P,0,,P,1,,1.01E-02,1.35E-04,1.41E-02,,,,,,,,
438,the democrats when they incorrectly thought they were going to win asked that the election night tabulation be accepted. not so anymore!,27/11/2016 03:59,31558,100608,132166,0.186993749,0.256672754,0.267222597,0,0,0,136,VP,P,3.18E-01,2.09E-01,3.14E-01,,157349.9977,VP,1,,,P,1,,35478.336,122990.334,158468.67,VP,1,,P,1,,2.58E-03,4.84E-04,3.29E-03,,,,,,,,
439,historic rainfall in houston and all over texas. floods are unprecedented and more rain coming. spirit of the people is incredible.thanks!,27/08/2017 23:01,22608,109527,132135,0.133961426,0.279516739,0.267159593,0,0,0,138,VP,P,1.06E-01,5.13E-02,1.04E-01,,52600.27289,P,0,,,P,1,,8905.2552,40999.824,49905.0792,P,0,,P,1,,2.60E-02,6.83E-03,3.08E-02,,,,,,,,
440,great move on delay (by v. putin) - i always knew he was very smart!,30/12/2016 19:41,34415,97669,132084,0.203922614,0.249145175,0.26705594,0,0,0,68,VP,P,4.99E-02,9.52E-02,1.07E-02,,25220.11,LP,0,,,U,0,,16302.5808,4572.6117,20875.1925,U,0,,U,0,,4.72E-02,1.18E-02,5.69E-02,,,,,,,,
441,the russia hoax continues now it's ads on facebook. what about the totally biased and dishonest media coverage in favor of crooked hillary?,22/09/2017 10:44,26853,105163,132016,0.159114745,0.268339348,0.266917736,0,0,0,139,VP,P,1.63E-01,9.45E-02,1.61E-01,,80890.16226,P,0,,,P,1,,16184.628,63254.391,79439.019,P,0,,P,1,,1.08E-02,4.18E-03,1.15E-02,,,,,,,,
442,fascinating to watch people writing books and major articles about me and yet they know nothing about me have zero access. #fake news!,12/09/2017 12:56,24187,107606,131793,0.143317631,0.274596536,0.26646451,0,0,1,134,VP,P,8.26E-02,1.04E-01,8.47E-02,,41302.82257,LP,0,,,U,0,,17785.416,33464.5057,51249.9217,P,0,,P,1,,3.38E-02,1.55E-03,3.61E-02,,,,,,,,
443,don't give up republican senators the world is watching: repeal replace...and go to 51 votes (nuke option) get cross state lines more.,30/07/2017 11:37,25010,106525,131535,0.148194235,0.271827801,0.26594015,0,0,0,134,VP,P,3.97E-01,3.19E-01,3.92E-01,,195936.2183,VP,1,,,P,1,,54013.776,153443.952,207457.728,VP,1,,P,1,,1.72E-02,2.92E-02,1.44E-02,,,,,,,,
444,seven people shot and killed yesterday in chicago. what is going on there - totally out of control. chicago needs help!,24/02/2017 00:01,23171,108261,131432,0.137297425,0.276274169,0.265730812,0,0,0,119,VP,P,1.76E-01,1.23E-01,1.76E-01,,87360.34834,P,0,,,P,1,,20986.992,69110.856,90097.848,P,0,,P,1,,8.05E-03,2.04E-04,1.01E-02,,,,,,,,
445,wacky congresswoman wilson is the gift that keeps on giving for the republican party a disaster for dems. you watch her in action vote r!,22/10/2017 12:02,23659,107686,131345,0.14018902,0.274801437,0.265553993,0,0,0,137,VP,P,1.35E-01,6.58E-02,1.41E-01,,67340.92173,P,0,,,P,1,,11348.5632,55445.771,66794.3342,P,0,,P,1,,1.70E-02,5.53E-03,1.79E-02,,,,,,,,
446,the travel ban into the united states should be far larger tougher and more specific-but stupidly that would not be politically correct!,15/09/2017 10:54,24579,106622,131201,0.145640388,0.272076244,0.265261327,0,0,0,136,VP,P,1.98E-01,1.25E-01,2.00E-01,,98004.94688,VP,1,,,P,1,,21324,78481.2,99805.2,VP,1,,P,1,,4.52E-03,4.26E-04,5.19E-03,,,,,,,,
447,the joint statement of former presidential candidates john mccain lindsey graham is wrong - they are sadly weak on immigration. the two...,29/01/2017 21:45,23764,107416,131180,0.140811187,0.274109894,0.265218646,0,0,0,138,VP,P,9.91E-02,5.94E-02,9.92E-02,,49444.41815,P,0,,,P,1,,10270.1376,39125.7552,49395.8928,P,0,,P,1,,2.76E-02,6.63E-03,3.06E-02,,,,,,,,
448,can you believe that mitch mcconnell who has screamed repeal replace for 7 years couldn't get it done. must repeal replace obamacare!,10/08/2017 10:54,24945,106233,131178,0.147809084,0.271079909,0.265214581,0,0,0,133,VP,P,2.25E-01,2.08E-02,2.82E-01,,111196.9607,VP,1,,,P,1,,3765.8832,110496.542,114262.4252,VP,1,,P,1,,1.62E-03,1.61E-02,1.19E-04,,,,,,,,
449,for first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. try reporting accurately fairly!,26/02/2017 11:42,21792,109318,131110,0.1291263,0.278981433,0.265076378,0,1,0,133,VP,P,5.37E-02,2.97E-02,5.64E-02,,27101.05286,LP,0,,,U,0,,5265.5688,22415.3084,27680.8772,LP,0,,U,0,,4.47E-02,9.89E-03,4.95E-02,,,,,,,,
450,the same people who did the phony election polls and were so wrong are now doing approval rating polls. they are rigged just like before.,17/01/2017 13:11,24425,106609,131034,0.144727876,0.272042947,0.264921915,0,0,0,137,VP,P,1.62E-01,9.72E-02,1.60E-01,,80630.76358,P,0,,,P,1,,16639.5888,62863.96,79503.5488,P,0,,P,1,,1.06E-02,2.26E-03,1.26E-02,,,,,,,,
451,i am pleased to announce that i have chosen governor mike pence as my vice presidential running mate. news conference tomorrow at 11:00 a.m.,15/07/2016 14:50,38782,92250,131032,0.229798833,0.235265642,0.26491785,0,0,0,140,VP,P,5.44E-02,3.21E-02,5.39E-02,,27430.59292,LP,0,,,U,0,,5669.9784,21439.2309,27109.2093,LP,0,,U,0,,4.43E-02,3.91E-02,3.29E-02,,,,,,,,
452,"i am not trying to get ""top level security clearance"" for my children. this was a typically false news story.",16/11/2016 11:28,31102,99921,131023,0.184291767,0.25491316,0.264899559,0,0,0,109,VP,P,1.53E-01,9.95E-02,1.34E-01,,76024.73607,P,0,,,P,1,,17027.148,52712.754,69739.902,P,0,,P,1,,1.25E-02,7.19E-03,1.46E-02,,,,,,,,
453,congratulations to rex tillerson on being sworn in as our new secretary of state. he will be a star!,02/02/2017 11:18,15883,115116,130999,0.094113116,0.293831689,0.264850781,0,0,0,100,VP,P,1.50E-01,9.91E-02,1.46E-01,,74395.92059,P,0,,,P,1,,16959.7464,57397.926,74357.6724,P,0,,P,1,,1.32E-02,2.49E-05,2.19E-02,,,,,,,,
454,congratulations secretary mattis!,27/01/2017 22:00,19030,111729,130759,0.112760347,0.28515666,0.264363004,1,0,0,33,VP,P,7.99E-02,4.25E-02,8.06E-02,,39975.08699,LP,0,,,U,0,,7422.42,31863.7386,39286.1586,LP,0,,U,0,,3.40E-02,4.94E-03,4.18E-02,,,,,,,,
455,stock market could hit all-time high (again) 22000 today. was 18000 only 6 months ago on election day. mainstream media seldom mentions!,01/08/2017 12:49,23445,107308,130753,0.138920985,0.273833277,0.264350809,0,0,0,136,VP,P,1.35E-01,9.16E-02,1.26E-01,,67240.90147,P,0,,,P,1,,15695.9664,49589.306,65285.2724,P,0,,P,1,,1.67E-02,2.24E-03,2.19E-02,,,,,,,,
456,america's men women in uniform is the story of freedom overcoming oppression the strong protecting the weak g?,03/07/2017 02:13,25922,104824,130746,0.153598199,0.267471077,0.264336582,1,0,0,110,VP,P,5.62E-02,3.94E-02,5.29E-02,,28318.81344,LP,0,,,U,0,,6900.0576,21048.7999,27948.8575,LP,0,,U,0,,4.33E-02,1.30E-02,4.60E-02,,,,,,,,
457,"the failing @nytimes does major fake news china story saying ""mr.xi has not spoken to mr. trump since nov.14."" we spoke at length yesterday!",10/02/2017 13:35,23732,106953,130685,0.140621574,0.272924025,0.264212606,0,1,0,140,VP,P,6.16E-02,2.41E-02,5.83E-02,,31013.13026,LP,0,,,U,0,,4321.9464,23157.1273,27479.0737,LP,0,,U,0,,4.11E-02,1.36E-02,4.61E-02,,,,,,,,
458,'americans overwhelmingly oppose sanctuary cities',21/02/2017 20:46,23693,106937,130630,0.140390484,0.272883045,0.264100824,1,0,0,50,VP,P,1.01E-01,6.85E-02,8.98E-02,,50409.67378,P,0,,,P,1,,11803.524,35455.7038,47259.2278,P,0,,P,1,,2.66E-02,5.17E-03,3.35E-02,,,,,,,,
459,a beautiful funeral today for a real nyc hero detective steven mcdonald. our law enforcement community has my complete and total support.,13/01/2017 17:42,21197,109424,130621,0.125600687,0.279252928,0.264082532,0,0,0,137,VP,P,7.20E-02,4.25E-02,7.17E-02,,36087.98533,LP,0,,,U,0,,7422.42,28388.9027,35811.3227,LP,0,,U,0,,3.69E-02,6.91E-03,4.31E-02,,,,,,,,
460,congress get ready to do your job - daca!,05/09/2017 12:04,25910,104531,130441,0.153527094,0.266720624,0.263716699,0,0,0,41,VP,P,8.51E-02,5.91E-02,8.41E-02,,42533.89585,LP,0,,,U,0,,10219.5864,33230.2471,43449.8335,LP,0,,U,0,,3.19E-02,8.92E-03,3.34E-02,,,,,,,,
461,with mexico being one of the highest crime nations in the world we must have the wall. mexico will pay for it through reimbursement/other.,27/08/2017 13:44,26925,103497,130422,0.159541374,0.264072269,0.263678083,0,0,0,138,VP,P,9.89E-02,1.02E-01,7.76E-02,,49371.09294,P,0,,,P,1,,17448.408,30692.4456,48140.8536,P,0,,P,1,,2.72E-02,3.31E-03,3.48E-02,,,,,,,,
462,"having a good relationship with russia is a good thing not a bad thing. only ""stupid"" people or fools would think that it is bad! we.....",07/01/2017 15:02,29384,100987,130371,0.174111931,0.257643476,0.263574431,0,0,0,137,VP,P,9.47E-02,7.16E-02,9.85E-02,,47293.93126,P,0,,,P,1,,12325.8864,38852.4535,51178.3399,P,0,,P,1,,2.85E-02,1.05E-02,2.53E-02,,,,,,,,
463,a photo delivered yesterday that will be displayed in the upper/lower press hall. thank you abbas!,24/01/2017 16:58,20939,109406,130345,0.124071934,0.279206825,0.263521588,1,0,0,98,VP,P,4.56E-02,2.21E-02,5.38E-02,,23099.41766,U,0,,,U,0,,3984.9384,21400.1878,25385.1262,LP,0,,U,0,,4.75E-02,1.04E-02,5.08E-02,,,,,,,,
464,why aren't the same standards placed on the democrats. look what hillary clinton may have gotten away with. disgraceful!,12/07/2017 13:27,26011,104325,130336,0.154125559,0.266193002,0.263503297,0,0,0,120,VP,P,9.06E-02,3.34E-02,1.01E-01,,45281.57526,P,0,,,P,1,,5889.0336,39828.531,45717.5646,P,0,,P,1,,2.99E-02,1.46E-02,2.73E-02,,,,,,,,
465,the green party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated demoralized dems,27/11/2016 00:31,32063,98232,130295,0.189986075,0.250587172,0.263419968,0,0,0,138,VP,P,1.04E-01,7.77E-02,1.05E-01,,51625.24399,P,0,,,P,1,,13353.7608,41390.255,54744.0158,P,0,,P,1,,2.54E-02,1.26E-02,2.12E-02,,,,,,,,
466,the fake news media is going crazy with their conspiracy theories and blind hatred. @msnbc @cnn are unwatchable. @foxandfriends is great!,15/02/2017 11:40,25838,104434,130272,0.153100465,0.266472181,0.263373223,0,1,0,137,VP,P,1.16E-01,8.06E-02,1.16E-01,,57660.688,P,0,,,P,1,,13842.4224,45684.996,59527.4184,P,0,,P,1,,2.17E-02,5.26E-03,2.26E-02,,,,,,,,
467,the cast and producers of hamilton which i hear is highly overrated should immediately apologize to mike pence for their terrible behavior,20/11/2016 11:22,25523,104673,130196,0.151233964,0.267084325,0.26321876,0,0,0,138,VP,P,1.68E-01,7.63E-02,1.76E-01,,83100.83581,P,0,,,P,1,,13117.8552,69110.856,82228.7112,P,0,,P,1,,9.07E-03,5.62E-03,8.30E-03,,,,,,,,
468,the failing @nytimes has been wrong about me from the very beginning. said i would lose the primaries then the general election. fake news!,28/01/2017 13:04,20740,109402,130142,0.12289278,0.27919658,0.26310901,0,1,0,139,VP,P,8.31E-02,4.10E-02,8.38E-02,,41566.65332,LP,0,,,U,0,,7169.664,33113.1178,40282.7818,LP,0,,U,0,,3.24E-02,6.71E-03,3.82E-02,,,,,,,,
469,the trip by @vp pence was long planned. he is receiving great praise for leaving game after the players showed such disrespect for country!,09/10/2017 11:05,20791,109311,130102,0.123194975,0.278963504,0.263027714,0,1,0,139,VP,P,6.95E-02,3.93E-02,5.99E-02,,34883.49344,LP,0,,,U,0,,6883.2072,23781.8169,30665.0241,LP,0,,U,0,,3.75E-02,7.04E-03,4.80E-02,,,,,,,,
470,is president obama going to finally mention the words radical islamic terrorism? if he doesn't he should immediately resign in disgrace!,12/06/2016 17:58,38456,91642,130098,0.227867153,0.233708389,0.263019584,0,0,0,136,VP,P,9.81E-02,5.96E-02,1.12E-01,,48948.04507,P,0,,,P,1,,10303.8384,44123.272,54427.1104,P,0,,P,1,,2.72E-02,2.83E-02,1.48E-02,,,,,,,,
471,general kelly is doing a great job at the border. numbers are way down. many are not even trying to come in anymore.,27/03/2017 01:04,21319,108475,129794,0.126323586,0.276822281,0.262401733,0,0,0,116,VP,P,1.01E-01,6.07E-02,1.01E-01,,50502.64819,P,0,,,P,1,,10489.1928,39828.531,50317.7238,P,0,,P,1,,2.61E-02,4.31E-03,3.09E-02,,,,,,,,
472,today we are not merely transferring power from one administration to another or from one party to another ? but we are transferring...,20/01/2017 17:51,20125,109640,129765,0.119248659,0.279806163,0.262342793,0,0,0,135,VP,P,1.20E-01,4.74E-02,1.29E-01,,59698.19937,P,0,,,P,1,,8248.0896,50760.599,59008.6886,P,0,,P,1,,2.03E-02,5.16E-03,2.27E-02,,,,,,,,
473,arnold schwarzenegger isn't voluntarily leaving the apprentice he was fired by his bad (pathetic) ratings not by me. sad end to great show,04/03/2017 13:19,23117,106606,129723,0.136977454,0.272035264,0.262257433,0,0,0,138,VP,P,1.37E-01,8.88E-02,1.35E-01,,68301.01211,P,0,,,P,1,,15224.1552,53103.185,68327.3402,P,0,,P,1,,1.57E-02,2.32E-03,1.88E-02,,,,,,,,
474,"after 1 year of investigation with zero evidence being found chuck schumer just stated that ""democrats should blame ourselvesnot russia.""",24/07/2017 10:52,28633,100874,129507,0.169661956,0.257354052,0.261818433,0,0,0,137,VP,P,1.20E-01,3.40E-02,1.37E-01,,59926.25832,P,0,,,P,1,,5990.136,53884.047,59874.183,P,0,,P,1,,2.01E-02,1.84E-02,1.45E-02,,,,,,,,
475,u.s. stock market up almost 20% since election!,29/07/2017 17:04,22532,106915,129447,0.133511095,0.272826697,0.261696489,0,0,0,47,VP,P,9.09E-02,2.56E-02,1.05E-01,,45433.65121,P,0,,,P,1,,4574.7024,41390.255,45964.9574,P,0,,P,1,,2.92E-02,1.16E-02,2.82E-02,,,,,,,,
476,general john kelly totally agrees w/ my stance on nfl players and the fact that they should not be disrespecting our flag or great country!,25/09/2017 22:28,22128,107087,129215,0.131117234,0.273267235,0.261224971,0,0,0,139,VP,P,1.11E-01,7.86E-02,9.49E-02,,55225.48209,P,0,,,P,1,,13505.4144,37446.9019,50952.3163,P,0,,P,1,,2.26E-02,2.76E-03,3.18E-02,,,,,,,,
477,senate passed the va accountability act. the house should get this bill to my desk asap! we can?t tolerate substandard care for our vets.,07/06/2017 01:07,24787,104378,129165,0.146872871,0.26632875,0.261123351,0,0,0,137,VP,P,1.79E-01,1.21E-01,1.77E-01,,88788.12618,P,0,,,P,1,,20649.984,69501.287,90151.271,P,0,,P,1,,6.74E-03,6.69E-04,7.98E-03,,,,,,,,
478,the wall which is already under construction in the form of new renovation of old and existing fences and walls will continue to be built.,14/09/2017 10:20,24085,105068,129153,0.14271324,0.268096027,0.261098962,0,0,0,138,VP,P,1.96E-01,1.30E-01,2.10E-01,,97202.66592,VP,1,,,P,1,,22166.52,82385.51,104552.03,VP,1,,P,1,,4.24E-03,1.62E-04,3.38E-03,,,,,,,,
479,our country has been unsuccessfully dealing with north korea for 25 years giving billions of dollars getting nothing. policy didn't work!,09/10/2017 10:50,21479,107533,129012,0.12727165,0.274409563,0.260812393,0,0,0,137,VP,P,1.24E-01,6.12E-02,1.30E-01,,61917.36679,P,0,,,P,1,,10573.4448,51151.03,61724.4748,P,0,,P,1,,1.87E-02,4.37E-03,2.09E-02,,,,,,,,
480,working hard to get the olympics for the united states (l.a.). stay tuned!,11/07/2017 11:46,20083,108873,128956,0.118999793,0.277841667,0.260698578,0,0,0,74,VP,P,8.89E-02,6.07E-02,7.00E-02,,44425.97386,P,0,,,P,1,,10489.1928,27725.17,38214.3628,LP,0,,U,0,,2.95E-02,3.40E-03,4.32E-02,,,,,,,,
481,getting ready for my big foreign trip. will be strongly protecting american interests - that's what i like to do!,19/05/2017 14:24,20489,108289,128778,0.121405505,0.276345884,0.26033681,0,0,0,113,VP,P,3.14E-01,1.83E-01,3.10E-01,,155339.108,VP,1,,,P,1,,31097.232,121428.61,152525.842,VP,1,,P,1,,2.88E-03,3.79E-03,1.13E-03,,,,,,,,
482,"does anybody really believe that a reporter who nobody ever heard of ""went to his mailbox"" and found my tax returns? @nbcnews fake news!",15/03/2017 10:55,25824,102694,128518,0.15301751,0.262015567,0.259808385,0,1,0,136,VP,P,4.92E-02,2.73E-02,4.45E-02,,24906.42493,LP,0,,,U,0,,4861.1592,17769.1795,22630.3387,U,0,,U,0,,4.44E-02,1.58E-02,4.73E-02,,,,,,,,
483,writing my inaugural address at the winter white house mar-a-lago three weeks ago. looking forward to friday.?,18/01/2017 17:33,21051,107464,128515,0.124735579,0.274232835,0.259802288,1,0,0,110,VP,P,1.05E-01,7.52E-02,1.00E-01,,52295.18617,P,0,,,P,1,,12932.5008,39438.1,52370.6008,P,0,,P,1,,2.40E-02,2.45E-03,3.04E-02,,,,,,,,
484,"congratulations to eric lara on the birth of their son eric ""luke"" trump this morning!",12/09/2017 18:41,16958,111516,128474,0.10048292,0.284611109,0.259718959,1,0,0,86,VP,P,7.05E-02,3.49E-02,7.11E-02,,35348.39849,LP,0,,,U,0,,6141.7896,28154.6441,34296.4337,LP,0,,U,0,,3.58E-02,4.30E-03,4.56E-02,,,,,,,,
485,i look forward to working w/ d's + r's in congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,05/09/2017 20:45,24254,104097,128351,0.143714633,0.265609032,0.259468973,0,0,0,140,VP,P,8.43E-02,9.54E-02,8.91E-02,,42179.30123,LP,0,,,U,0,,16336.2816,35182.4021,51518.6837,P,0,,P,1,,3.07E-02,2.33E-03,3.12E-02,,,,,,,,
486,i am very disappointed in china. our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade yet...,29/07/2017 23:29,26681,101591,128272,0.158095577,0.259190484,0.259308413,0,0,0,138,VP,P,9.50E-02,5.74E-02,1.10E-01,,47438.90271,P,0,,,P,1,,9933.1296,43342.41,53275.5396,P,0,,P,1,,2.70E-02,1.01E-02,2.23E-02,,,,,,,,
487,i certainly hope the democrats do not force nancy p out. that would be very bad for the republican party - and please let cryin' chuck stay!,22/06/2017 14:15,26668,101602,128270,0.158018546,0.259218658,0.259304349,0,0,0,140,VP,P,3.25E-02,2.23E-02,3.23E-02,,16676.32733,U,0,,,U,0,,4018.6392,13005.9213,17024.5605,U,0,,U,0,,5.14E-02,1.84E-02,5.15E-02,,,,,,,,
488,today we remember the courage and bravery of our troops that stormed the beaches of normandy 73 years ago. #dday?,06/06/2017 17:47,27081,101067,128148,0.160465736,0.257848378,0.259056395,1,0,1,113,VP,P,1.70E-01,1.21E-01,1.67E-01,,84320.53016,P,0,,,P,1,,20649.984,65596.977,86246.961,P,0,,P,1,,7.93E-03,1.56E-03,8.25E-03,,,,,,,,
